iter	Passed	Remaining
2989	4153	37523
2990	4154	37517
2991	4155	37510
2992	4156	37506
2993	4157	37498
2994	4158	37492
2995	4158	37485
2996	4159	37479
2997	4160	37472
2998	4161	37467
2999	4162	37462
3000	4163	37459
3001	4164	37451
3002	4165	37448
3003	4166	37443
3004	4167	37436
3005	4168	37430
3006	4168	37423
3007	4169	37416
3008	4170	37411
3009	4171	37404
3010	4172	37397
3011	4173	37391
3012	4174	37387
3013	4175	37383
3014	4176	37378
3015	4177	37372
3016	4177	37365
3017	4178	37360
3018	4179	37355
3019	4180	37349
3020	4181	37343
3021	4182	37337
3022	4183	37331
3023	4184	37327
3024	4185	37322
3025	4186	37317
3026	4187	37312
3027	4188	37307
3028	4189	37303
3029	4190	37299
3030	4191	37296
3031	4192	37291
3032	4193	37288
3033	4195	37288
3034	4196	37284
3035	4197	37284
3036	4199	37281
3037	4200	37276
3038	4201	37272
3039	4202	37267
3040	4203	37264
3041	4204	37263
3042	4206	37260
3043	4207	37257
3044	4208	37254
3045	4210	37255
3046	4211	37252
3047	4212	37249
3048	4213	37245
3049	4214	37242
3050	4216	37241
3051	4217	37238
3052	4218	37235
3053	4219	37232
3054	4220	37227
3055	4222	37225
3056	4225	37239
3057	4226	37234
3058	4227	37230
3059	4228	37226
3060	4229	37221
3061	4230	37216
3062	4231	37214
3063	4232	37209
3064	4233	37203
3065	4234	37198
3066	4235	37193
3067	4236	37188
3068	4237	37184
3069	4239	37188
3070	4240	37184
3071	4241	37181
3072	4242	37176
3073	4243	37172
3074	4244	37169
3075	4245	37164
3076	4246	37159
3077	4247	37154
3078	4248	37149
3079	4249	37143
3080	4250	37140
3081	4252	37136
3082	4253	37136
3083	4254	37132
3084	4255	37127
3085	4256	37122
3086	4257	37117
3087	4258	37113
3088	4259	37109
3089	4260	37105
3090	4261	37100
3091	4262	37094
3092	4263	37089
3093	4264	37084
3094	4265	37080
3095	4267	37080
3096	4268	37079
3097	4269	37075
3098	4270	37071
3099	4271	37066
3100	4272	37062
3101	4273	37056
3102	4274	37051
3103	4275	37046
3104	4276	37042
3105	4277	37040
3106	4278	37036
3107	4279	37030
3108	4280	37027
3109	4282	37025
3110	4283	37020
3111	4284	37016
3112	4285	37012
3113	4286	37008
3114	4287	37004
3115	4288	37001
3116	4289	36995
3117	4290	36991
3118	4291	36986
3119	4293	36992
3120	4295	36991
3121	4296	36988
3122	4298	36990
3123	4299	36986
3124	4300	36983
3125	4301	36980
3126	4302	36975
3127	4303	36970
3128	4304	36967
3129	4306	36966
3130	4308	36975
3131	4309	36971
3132	4311	36976
3133	4314	36983
3134	4315	36980
3135	4316	36978
3136	4317	36974
3137	4320	36980
3138	4321	36983
3139	4323	36983
3140	4325	36984
3141	4331	37023
3142	4333	37029
3143	4334	37027
3144	4335	37024
3145	4338	37037
3146	4340	37033
3147	4341	37029
3148	4342	37027
3149	4344	37035
3150	4346	37036
3151	4347	37032
3152	4348	37029
3153	4349	37025
3154	4351	37025
3155	4352	37020
3156	4353	37018
3157	4354	37012
3158	4355	37007
3159	4356	37002
3160	4357	36998
3161	4358	36992
3162	4360	36994
3163	4361	36988
3164	4362	36984
3165	4363	36981
3166	4364	36977
3167	4365	36971
3168	4366	36967
3169	4367	36962
3170	4368	36959
3171	4369	36953
3172	4370	36950
3173	4371	36945
3174	4372	36941
3175	4373	36934
3176	4373	36927
3177	4374	36922
3178	4375	36916
3179	4377	36916
3180	4378	36912
3181	4379	36907
3182	4379	36901
3183	4380	36896
3184	4382	36894
3185	4383	36890
3186	4384	36885
3187	4384	36878
3188	4385	36873
3189	4387	36872
3190	4388	36869
3191	4389	36868
3192	4390	36863
3193	4391	36857
3194	4392	36853
3195	4393	36847
3196	4394	36841
3197	4395	36837
3198	4397	36845
3199	4400	36850
3200	4404	36872
3201	4405	36873
3202	4407	36871
3203	4408	36867
3204	4409	36863
3205	4410	36864
3206	4412	36864
3207	4414	36867
3208	4415	36864
3209	4417	36871
3210	4418	36865
3211	4419	36859
3212	4420	36854
3213	4421	36849
3214	4422	36844
3215	4424	36844
3216	4425	36841
3217	4426	36837
3218	4427	36831
3219	4427	36825
3220	4428	36819
3221	4429	36814
3222	4430	36811
3223	4431	36806
3224	4432	36801
3225	4433	36795
3226	4434	36789
3227	4435	36785
3228	4436	36779
3229	4437	36778
3230	4439	36777
3231	4440	36781
3232	4442	36781
3233	4447	36806
3234	4448	36804
3235	4450	36806
3236	4451	36803
3237	4452	36797
3238	4453	36792
3239	4454	36788
3240	4455	36788
3241	4456	36784
3242	4458	36781
3243	4459	36777
3244	4459	36771
3245	4460	36765
3246	4461	36760
3247	4462	36755
3248	4463	36751
3249	4465	36752
3250	4466	36750
3251	4469	36759
3252	4471	36769
3253	4473	36768
3254	4474	36765
3255	4475	36761
3256	4476	36757
3257	4478	36760
3258	4479	36758
3259	4481	36757
3260	4483	36760
3261	4488	36788
3262	4492	36808
3263	4493	36805
3264	4494	36802
3265	4495	36796
3266	4496	36792
3267	4497	36786
3268	4499	36790
3269	4500	36787
3270	4501	36783
3271	4502	36777
3272	4503	36773
3273	4504	36767
3274	4504	36762
3275	4505	36756
3276	4506	36750
3277	4507	36744
3278	4508	36738
3279	4509	36735
3280	4510	36729
3281	4511	36726
3282	4512	36723
3283	4513	36720
3284	4514	36715
3285	4515	36710
3286	4516	36704
3287	4517	36701
3288	4518	36700
3289	4520	36697
3290	4521	36692
3291	4522	36688
3292	4523	36686
3293	4524	36682
3294	4525	36679
3295	4527	36677
3296	4528	36675
3297	4533	36708
3298	4535	36709
3299	4536	36705
3300	4538	36706
3301	4539	36701
3302	4540	36696
3303	4541	36691
3304	4542	36692
3305	4543	36689
3306	4544	36685
3307	4545	36680
3308	4546	36675
3309	4547	36669
3310	4548	36664
3311	4549	36659
3312	4550	36653
3313	4552	36655
3314	4553	36653
3315	4554	36651
3316	4556	36653
3317	4557	36653
3318	4558	36648
3319	4559	36642
3320	4560	36638
3321	4561	36632
3322	4562	36627
3323	4563	36624
3324	4564	36621
3325	4565	36618
3326	4566	36613
3327	4567	36609
3328	4569	36606
3329	4571	36615
3330	4574	36627
3331	4580	36661
3332	4581	36657
3333	4582	36653
3334	4583	36651
3335	4586	36656
3336	4587	36654
3337	4589	36655
3338	4592	36666
3339	4593	36663
3340	4594	36658
3341	4595	36652
3342	4596	36648
3343	4597	36648
3344	4598	36645
3345	4599	36643
3346	4600	36637
3347	4601	36631
3348	4602	36627
3349	4603	36625
3350	4604	36621
3351	4606	36617
3352	4606	36611
3353	4607	36605
3354	4608	36600
3355	4609	36594
3356	4610	36589
3357	4611	36586
3358	4612	36585
3359	4613	36581
3360	4615	36579
3361	4620	36610
3362	4622	36610
3363	4624	36614
3364	4625	36611
3365	4626	36605
3366	4627	36599
3367	4627	36594
3368	4629	36596
3369	4631	36595
3370	4633	36598
3371	4634	36593
3372	4635	36589
3373	4636	36588
3374	4638	36591
3375	4639	36588
3376	4640	36584
3377	4641	36582
3378	4643	36584
3379	4645	36583
3380	4646	36580
3381	4647	36577
3382	4648	36574
3383	4650	36573
3384	4651	36571
3385	4652	36568
3386	4653	36567
3387	4663	36628
3388	4665	36631
3389	4666	36629
3390	4673	36674
3391	4675	36674
3392	4676	36671
3393	4677	36670
3394	4679	36670
3395	4680	36668
3396	4681	36665
3397	4683	36667
3398	4685	36670
3399	4686	36667
3400	4687	36664
3401	4690	36672
3402	4692	36673
3403	4693	36669
3404	4694	36666
3405	4695	36662
3406	4696	36659
3407	4697	36654
3408	4699	36656
3409	4701	36658
3410	4702	36655
3411	4703	36651
3412	4704	36647
3413	4705	36642
3414	4706	36637
3415	4707	36634
3416	4708	36630
3417	4709	36628
3418	4710	36624
3419	4712	36622
3420	4713	36617
3421	4714	36614
3422	4716	36619
3423	4718	36625
3424	4721	36634
3425	4722	36633
3426	4724	36631
3427	4725	36629
3428	4726	36626
3429	4727	36624
3430	4729	36622
3431	4730	36619
3432	4731	36614
3433	4732	36609
3434	4733	36606
3435	4734	36602
3436	4735	36598
3437	4736	36593
3438	4737	36588
3439	4738	36584
3440	4739	36584
3441	4740	36580
3442	4741	36575
3443	4743	36574
3444	4744	36574
3445	4745	36570
3446	4746	36566
3447	4747	36562
3448	4748	36557
3449	4749	36553
3450	4750	36549
3451	4751	36545
3452	4753	36542
3453	4754	36538
3454	4755	36534
3455	4756	36531
3456	4757	36526
3457	4759	36529
3458	4760	36526
3459	4762	36530
3460	4763	36529
3461	4765	36527
3462	4766	36527
3463	4767	36524
3464	4769	36528
3465	4771	36529
3466	4773	36528
3467	4774	36525
3468	4775	36523
3469	4776	36520
3470	4777	36517
3471	4778	36513
3472	4780	36510
3473	4781	36508
3474	4782	36503
3475	4783	36500
3476	4784	36496
3477	4785	36492
3478	4786	36489
3479	4787	36487
3480	4789	36483
3481	4790	36481
3482	4791	36476
3483	4792	36472
3484	4793	36468
3485	4795	36470
3486	4796	36467
3487	4797	36462
3488	4797	36457
3489	4798	36452
3490	4800	36449
3491	4801	36446
3492	4802	36445
3493	4803	36442
3494	4804	36438
3495	4805	36435
3496	4807	36431
3497	4807	36426
3498	4809	36423
3499	4810	36418
3500	4811	36414
3501	4812	36410
3502	4813	36406
3503	4814	36403
3504	4815	36401
3505	4817	36403
3506	4818	36401
3507	4819	36398
3508	4820	36395
3509	4822	36392
3510	4823	36390
3511	4824	36386
3512	4825	36382
3513	4826	36378
3514	4827	36374
3515	4828	36370
3516	4829	36366
3517	4831	36371
3518	4832	36368
3519	4834	36366
3520	4835	36363
3521	4836	36362
3522	4837	36359
3523	4839	36356
3524	4840	36352
3525	4841	36348
3526	4842	36345
3527	4843	36343
3528	4844	36340
3529	4846	36338
3530	4847	36335
3531	4848	36330
3532	4849	36332
3533	4851	36329
3534	4851	36324
3535	4853	36321
3536	4854	36316
3537	4854	36312
3538	4856	36309
3539	4857	36305
3540	4858	36300
3541	4859	36297
3542	4860	36293
3543	4861	36290
3544	4862	36285
3545	4863	36281
3546	4864	36280
3547	4865	36276
3548	4866	36273
3549	4867	36269
3550	4868	36264
3551	4869	36258
3552	4870	36255
3553	4871	36249
3554	4872	36244
3555	4873	36238
3556	4874	36236
3557	4875	36234
3558	4876	36230
3559	4877	36226
3560	4878	36222
3561	4879	36217
3562	4880	36212
3563	4881	36209
3564	4882	36205
3565	4883	36202
3566	4884	36197
3567	4885	36192
3568	4886	36187
3569	4887	36181
3570	4888	36176
3571	4889	36178
3572	4891	36177
3573	4892	36172
3574	4893	36167
3575	4893	36162
3576	4894	36157
3577	4895	36154
3578	4896	36150
3579	4897	36145
3580	4901	36159
3581	4903	36163
3582	4906	36173
3583	4907	36172
3584	4908	36169
3585	4910	36168
3586	4911	36167
3587	4912	36163
3588	4913	36161
3589	4915	36157
3590	4915	36152
3591	4916	36147
3592	4917	36144
3593	4919	36146
3594	4920	36143
3595	4921	36139
3596	4922	36134
3597	4923	36128
3598	4924	36123
3599	4925	36118
3600	4926	36113
3601	4926	36108
3602	4927	36102
3603	4928	36097
3604	4929	36091
3605	4930	36087
3606	4931	36081
3607	4932	36083
3608	4934	36084
3609	4935	36082
3610	4936	36077
3611	4937	36072
3612	4938	36069
3613	4939	36063
3614	4940	36059
3615	4941	36053
3616	4942	36047
3617	4942	36041
3618	4943	36037
3619	4944	36032
3620	4945	36030
3621	4946	36025
3622	4947	36019
3623	4948	36017
3624	4950	36016
3625	4955	36044
3626	4956	36043
3627	4959	36048
3628	4960	36045
3629	4961	36044
3630	4967	36072
3631	4968	36070
3632	4969	36068
3633	4971	36066
3634	4973	36071
3635	4974	36068
3636	4977	36077
3637	4982	36105
3638	4983	36103
3639	4985	36103
3640	4988	36110
3641	4989	36108
3642	4990	36105
3643	4991	36101
3644	4992	36096
3645	4993	36094
3646	4996	36107
3647	4999	36118
3648	5001	36118
3649	5002	36113
3650	5003	36110
3651	5007	36126
3652	5008	36124
3653	5009	36120
3654	5010	36118
3655	5012	36116
3656	5013	36114
3657	5014	36109
3658	5015	36106
3659	5016	36103
3660	5017	36099
3661	5018	36094
3662	5019	36090
3663	5020	36087
3664	5021	36083
3665	5022	36079
3666	5023	36075
3667	5024	36070
3668	5025	36066
3669	5026	36062
3670	5027	36056
3671	5028	36051
3672	5028	36046
3673	5029	36041
3674	5030	36038
3675	5033	36043
3676	5034	36040
3677	5036	36040
3678	5037	36037
3679	5042	36066
3680	5043	36063
3681	5045	36065
3682	5046	36060
3683	5047	36055
3684	5048	36050
3685	5049	36046
3686	5050	36043
3687	5051	36039
3688	5052	36035
3689	5053	36030
3690	5053	36024
3691	5054	36018
3692	5055	36014
3693	5056	36010
3694	5057	36006
3695	5058	36002
3696	5059	35997
3697	5060	35992
3698	5061	35987
3699	5062	35981
3700	5062	35976
3701	5063	35970
3702	5064	35967
3703	5065	35963
3704	5066	35958
3705	5067	35956
3706	5068	35951
3707	5069	35945
3708	5070	35940
3709	5071	35934
3710	5071	35929
3711	5072	35924
3712	5073	35921
3713	5075	35919
3714	5076	35919
3715	5079	35928
3716	5080	35925
3717	5084	35939
3718	5086	35943
3719	5087	35941
3720	5089	35941
3721	5090	35936
3722	5090	35931
3723	5092	35930
3724	5093	35926
3725	5094	35924
3726	5095	35921
3727	5096	35917
3728	5097	35914
3729	5098	35910
3730	5100	35907
3731	5101	35906
3732	5102	35904
3733	5103	35901
3734	5104	35898
3735	5106	35896
3736	5108	35899
3737	5109	35897
3738	5111	35897
3739	5112	35895
3740	5114	35897
3741	5115	35895
3742	5116	35891
3743	5117	35890
3744	5119	35888
3745	5121	35892
3746	5123	35895
3747	5129	35929
3748	5131	35928
3749	5133	35931
3750	5134	35931
3751	5136	35935
3752	5138	35935
3753	5139	35933
3754	5140	35931
3755	5142	35928
3756	5144	35932
3757	5146	35936
3758	5147	35932
3759	5148	35929
3760	5149	35926
3761	5151	35931
3762	5152	35928
3763	5154	35925
3764	5155	35921
3765	5156	35917
3766	5157	35913
3767	5158	35910
3768	5159	35906
3769	5160	35901
3770	5161	35899
3771	5162	35896
3772	5163	35892
3773	5164	35887
3774	5165	35886
3775	5166	35883
3776	5167	35879
3777	5168	35876
3778	5170	35872
3779	5170	35868
3780	5172	35865
3781	5173	35861
3782	5174	35858
3783	5177	35871
3784	5179	35873
3785	5181	35876
3786	5182	35873
3787	5183	35869
3788	5184	35866
3789	5185	35863
3790	5189	35876
3791	5190	35873
3792	5191	35870
3793	5192	35868
3794	5194	35865
3795	5197	35881
3796	5199	35880
3797	5200	35876
3798	5201	35874
3799	5202	35871
3800	5203	35868
3801	5205	35866
3802	5206	35865
3803	5207	35862
3804	5208	35858
3805	5209	35855
3806	5211	35857
3807	5213	35855
3808	5214	35853
3809	5215	35849
3810	5216	35849
3811	5217	35845
3812	5218	35841
3813	5220	35839
3814	5221	35836
3815	5221	35831
3816	5223	35827
3817	5224	35825
3818	5226	35833
3819	5231	35853
3820	5235	35871
3821	5237	35870
3822	5238	35867
3823	5239	35866
3824	5241	35868
3825	5242	35865
3826	5243	35862
3827	5244	35859
3828	5246	35856
3829	5247	35853
3830	5248	35849
3831	5249	35847
3832	5252	35857
3833	5254	35858
3834	5255	35857
3835	5256	35853
3836	5257	35848
3837	5258	35845
3838	5259	35841
3839	5260	35838
3840	5261	35833
3841	5262	35831
3842	5263	35826
3843	5264	35824
3844	5265	35820
3845	5266	35815
3846	5267	35811
3847	5268	35807
3848	5270	35807
3849	5271	35802
3850	5272	35798
3851	5272	35793
3852	5273	35788
3853	5274	35783
3854	5275	35778
3855	5276	35773
3856	5277	35768
3857	5277	35763
3858	5278	35758
3859	5279	35753
3860	5280	35747
3861	5281	35742
3862	5281	35736
3863	5282	35732
3864	5283	35727
3865	5284	35724
3866	5285	35719
3867	5286	35717
3868	5287	35712
3869	5288	35707
3870	5289	35702
3871	5290	35697
3872	5290	35691
3873	5291	35686
3874	5292	35681
3875	5293	35677
3876	5294	35671
3877	5295	35667
3878	5295	35662
3879	5296	35657
3880	5297	35652
3881	5298	35649
3882	5299	35643
3883	5300	35640
3884	5301	35636
3885	5302	35631
3886	5303	35626
3887	5303	35621
3888	5304	35616
3889	5305	35611
3890	5306	35606
3891	5307	35605
3892	5308	35600
3893	5309	35595
3894	5310	35590
3895	5311	35586
3896	5312	35584
3897	5314	35585
3898	5315	35580
3899	5315	35575
3900	5316	35570
3901	5317	35565
3902	5318	35560
3903	5319	35556
3904	5320	35554
3905	5321	35550
3906	5322	35545
3907	5323	35541
3908	5324	35538
3909	5325	35537
3910	5328	35547
3911	5332	35558
3912	5335	35567
3913	5338	35582
3914	5340	35580
3915	5343	35594
3916	5345	35592
3917	5346	35592
3918	5348	35594
3919	5349	35591
3920	5350	35587
3921	5351	35584
3922	5352	35580
3923	5354	35580
3924	5356	35585
3925	5358	35585
3926	5359	35583
3927	5360	35581
3928	5361	35578
3929	5363	35576
3930	5363	35572
3931	5364	35567
3932	5365	35563
3933	5366	35559
3934	5368	35558
3935	5369	35557
3936	5371	35561
3937	5375	35572
3938	5376	35572
3939	5381	35591
3940	5382	35589
3941	5383	35589
3942	5384	35585
3943	5386	35585
3944	5388	35585
3945	5389	35583
3946	5390	35579
3947	5391	35577
3948	5393	35578
3949	5394	35575
3950	5395	35571
3951	5396	35568
3952	5397	35565
3953	5399	35565
3954	5400	35560
3955	5400	35556
3956	5401	35551
3957	5402	35545
3958	5403	35540
3959	5404	35537
3960	5405	35534
3961	5406	35530
3962	5407	35525
3963	5408	35520
3964	5408	35516
3965	5410	35512
3966	5411	35509
3967	5413	35516
3968	5414	35513
3969	5418	35528
3970	5421	35533
3971	5422	35533
3972	5423	35530
3973	5424	35526
3974	5425	35523
3975	5426	35519
3976	5427	35517
3977	5428	35512
3978	5429	35506
3979	5430	35502
3980	5431	35497
3981	5432	35495
3982	5433	35491
3983	5434	35487
3984	5435	35483
3985	5436	35478
3986	5437	35475
3987	5438	35470
3988	5439	35466
3989	5440	35463
3990	5441	35460
3991	5442	35456
3992	5443	35452
3993	5444	35448
3994	5444	35443
3995	5445	35439
3996	5446	35435
3997	5449	35439
3998	5450	35436
3999	5451	35432
4000	5452	35429
4001	5453	35426
4002	5454	35422
4003	5455	35419
4004	5457	35423
4005	5459	35424
4006	5460	35422
4007	5462	35421
4008	5463	35418
4009	5464	35414
4010	5465	35410
4011	5466	35408
4012	5467	35404
4013	5468	35400
4014	5469	35397
4015	5470	35393
4016	5472	35394
4017	5473	35390
4018	5473	35386
4019	5474	35383
4020	5475	35378
4021	5477	35376
4022	5478	35374
4023	5479	35371
4024	5481	35371
4025	5482	35370
4026	5483	35368
4027	5484	35366
4028	5487	35373
4029	5493	35400
4030	5494	35400
4031	5496	35399
4032	5497	35396
4033	5498	35393
4034	5500	35392
4035	5501	35390
4036	5503	35393
4037	5504	35390
4038	5505	35388
4039	5506	35385
4040	5507	35380
4041	5509	35379
4042	5510	35375
4043	5510	35370
4044	5511	35366
4045	5513	35366
4046	5514	35365
4047	5515	35361
4048	5516	35356
4049	5517	35352
4050	5518	35347
4051	5519	35346
4052	5520	35342
4053	5521	35337
4054	5522	35332
4055	5523	35328
4056	5523	35323
4057	5524	35319
4058	5526	35322
4059	5529	35329
4060	5531	35328
4061	5532	35325
4062	5533	35322
4063	5533	35317
4064	5534	35312
4065	5535	35307
4066	5536	35302
4067	5537	35298
4068	5538	35293
4069	5539	35291
4070	5540	35286
4071	5541	35281
4072	5541	35277
4073	5543	35277
4074	5544	35273
4075	5545	35272
4076	5546	35267
4077	5547	35263
4078	5548	35259
4079	5549	35254
4080	5550	35250
4081	5551	35245
4082	5552	35245
4083	5553	35240
4084	5554	35236
4085	5556	35239
4086	5561	35260
4087	5562	35257
4088	5563	35256
4089	5565	35255
4090	5566	35255
4091	5567	35252
4092	5568	35249
4093	5570	35251
4094	5574	35264
4095	5581	35301
4096	5584	35310
4097	5586	35308
4098	5589	35316
4099	5590	35315
4100	5591	35314
4101	5594	35319
4102	5595	35318
4103	5599	35330
4104	5604	35351
4105	5605	35349
4106	5607	35355
4107	5609	35352
4108	5610	35349
4109	5611	35345
4110	5612	35347
4111	5614	35349
4112	5617	35353
4113	5618	35352
4114	5624	35379
4115	5625	35378
4116	5627	35379
4117	5628	35376
4118	5629	35373
4119	5631	35373
4120	5633	35380
4121	5635	35377
4122	5636	35375
4123	5637	35371
4124	5638	35368
4125	5640	35372
4126	5641	35368
4127	5642	35365
4128	5643	35363
4129	5644	35359
4130	5646	35359
4131	5647	35358
4132	5649	35355
4133	5650	35351
4134	5651	35348
4135	5652	35349
4136	5654	35349
4137	5655	35345
4138	5656	35341
4139	5657	35339
4140	5658	35336
4141	5661	35341
4142	5662	35339
4143	5666	35354
4144	5671	35374
4145	5672	35372
4146	5673	35369
4147	5675	35372
4148	5677	35371
4149	5678	35368
4150	5679	35366
4151	5680	35363
4152	5681	35361
4153	5682	35357
4154	5683	35354
4155	5684	35350
4156	5685	35346
4157	5686	35343
4158	5688	35343
4159	5689	35339
4160	5690	35337
4161	5691	35334
4162	5693	35334
4163	5695	35337
4164	5696	35334
4165	5697	35332
4166	5698	35329
4167	5699	35326
4168	5701	35326
4169	5703	35326
4170	5706	35335
4171	5707	35334
4172	5708	35333
4173	5710	35330
4174	5711	35327
4175	5712	35325
4176	5713	35321
4177	5714	35320
4178	5716	35318
4179	5717	35315
4180	5719	35316
4181	5725	35346
4182	5726	35344
4183	5729	35352
4184	5730	35350
4185	5731	35347
4186	5733	35345
4187	5734	35346
4188	5736	35345
4189	5737	35345
4190	5739	35343
4191	5741	35348
4192	5742	35345
4193	5744	35343
4194	5745	35341
4195	5747	35346
4196	5748	35343
4197	5749	35340
4198	5750	35337
4199	5752	35335
4200	5753	35334
4201	5754	35332
4202	5755	35328
4203	5756	35324
4204	5757	35321
4205	5759	35321
4206	5761	35321
4207	5763	35323
4208	5766	35336
4209	5769	35342
4210	5771	35343
4211	5775	35362
4212	5783	35399
4213	5784	35395
4214	5785	35393
4215	5788	35399
4216	5789	35399
4217	5791	35398
4218	5792	35396
4219	5794	35395
4220	5795	35393
4221	5796	35391
4222	5797	35388
4223	5798	35384
4224	5799	35380
4225	5800	35378
4226	5801	35375
4227	5803	35374
4228	5804	35373
4229	5807	35378
4230	5811	35393
4231	5813	35397
4232	5815	35398
4233	5816	35395
4234	5817	35392
4235	5819	35392
4236	5820	35391
4237	5821	35389
4238	5822	35386
4239	5823	35382
4240	5824	35378
4241	5826	35378
4242	5827	35378
4243	5828	35374
4244	5830	35371
4245	5831	35369
4246	5833	35375
4247	5835	35373
4248	5836	35370
4249	5837	35366
4250	5838	35363
4251	5841	35370
4252	5842	35368
4253	5844	35370
4254	5845	35368
4255	5848	35378
4256	5849	35376
4257	5850	35372
4258	5852	35369
4259	5853	35369
4260	5855	35368
4261	5856	35364
4262	5857	35362
4263	5858	35360
4264	5859	35358
4265	5861	35357
4266	5862	35353
4267	5863	35353
4268	5865	35355
4269	5870	35376
4270	5872	35376
4271	5873	35374
4272	5875	35372
4273	5876	35370
4274	5877	35367
4275	5878	35364
4276	5879	35362
4277	5881	35362
4278	5883	35366
4279	5884	35362
4280	5885	35359
4281	5886	35357
4282	5887	35354
4283	5888	35349
4284	5889	35345
4285	5890	35340
4286	5891	35339
4287	5893	35339
4288	5894	35336
4289	5895	35331
4290	5896	35327
4291	5897	35322
4292	5898	35318
4293	5898	35313
4294	5899	35309
4295	5901	35307
4296	5901	35303
4297	5903	35299
4298	5903	35295
4299	5904	35292
4300	5905	35289
4301	5907	35289
4302	5911	35305
4303	5914	35309
4304	5915	35306
4305	5916	35304
4306	5917	35301
4307	5920	35307
4308	5921	35306
4309	5922	35303
4310	5924	35302
4311	5927	35310
4312	5928	35307
4313	5929	35304
4314	5930	35301
4315	5931	35298
4316	5933	35299
4317	5935	35301
4318	5936	35298
4319	5937	35297
4320	5938	35292
4321	5939	35289
4322	5940	35286
4323	5941	35282
4324	5942	35279
4325	5944	35280
4326	5947	35288
4327	5949	35288
4328	5950	35285
4329	5952	35286
4330	5957	35306
4331	5958	35305
4332	5959	35304
4333	5960	35300
4334	5961	35296
4335	5962	35293
4336	5963	35289
4337	5965	35287
4338	5966	35284
4339	5967	35279
4340	5967	35274
4341	5968	35270
4342	5969	35267
4343	5970	35262
4344	5971	35258
4345	5972	35254
4346	5973	35250
4347	5974	35245
4348	5974	35241
4349	5975	35236
4350	5976	35231
4351	5978	35231
4352	5979	35232
4353	5981	35231
4354	5982	35228
4355	5983	35226
4356	5984	35221
4357	5985	35216
4358	5986	35213
4359	5987	35208
4360	5988	35204
4361	5989	35201
4362	5990	35197
4363	5991	35194
4364	5992	35193
4365	5993	35190
4366	5994	35187
4367	5999	35205
4368	6000	35204
4369	6002	35202
4370	6003	35199
4371	6004	35196
4372	6005	35193
4373	6006	35189
4374	6007	35186
4375	6008	35182
4376	6009	35178
4377	6010	35174
4378	6010	35169
4379	6011	35164
4380	6012	35161
4381	6014	35160
4382	6015	35158
4383	6016	35156
4384	6018	35155
4385	6019	35152
4386	6020	35147
4387	6021	35144
4388	6022	35144
4389	6023	35139
4390	6024	35135
4391	6025	35130
4392	6026	35126
4393	6027	35122
4394	6027	35117
4395	6028	35113
4396	6029	35108
4397	6030	35103
4398	6031	35098
4399	6031	35094
4400	6032	35089
4401	6033	35085
4402	6034	35082
4403	6035	35079
4404	6037	35080
4405	6038	35077
4406	6039	35075
4407	6040	35071
4408	6041	35068
4409	6042	35064
4410	6043	35060
4411	6044	35057
4412	6046	35060
4413	6049	35065
4414	6050	35064
4415	6052	35066
4416	6053	35063
4417	6055	35061
4418	6056	35058
4419	6059	35069
4420	6060	35066
4421	6062	35065
4422	6063	35062
4423	6064	35061
4424	6068	35073
4425	6069	35071
4426	6071	35069
4427	6072	35066
4428	6074	35068
4429	6076	35071
4430	6077	35072
4431	6079	35070
4432	6080	35067
4433	6081	35066
4434	6082	35064
4435	6084	35062
4436	6085	35062
4437	6086	35058
4438	6087	35055
4439	6088	35052
4440	6089	35049
4441	6091	35047
4442	6092	35045
4443	6094	35046
4444	6098	35059
4445	6100	35064
4446	6102	35063
4447	6103	35060
4448	6104	35057
4449	6105	35057
4450	6107	35055
4451	6108	35052
4452	6109	35051
4453	6110	35048
4454	6112	35046
4455	6113	35043
4456	6114	35041
4457	6116	35043
4458	6117	35040
4459	6118	35039
4460	6120	35038
4461	6121	35034
4462	6122	35031
4463	6123	35028
4464	6124	35025
4465	6125	35021
4466	6126	35017
4467	6127	35015
4468	6128	35013
4469	6130	35010
4470	6131	35007
4471	6132	35004
4472	6133	35002
4473	6134	35000
4474	6136	35001
4475	6137	34998
4476	6138	34995
4477	6139	34991
4478	6140	34988
4479	6141	34985
4480	6142	34981
4481	6143	34978
4482	6144	34975
4483	6145	34971
4484	6146	34967
4485	6147	34964
4486	6149	34964
4487	6151	34967
4488	6152	34964
4489	6153	34961
4490	6154	34957
4491	6155	34953
4492	6156	34951
4493	6157	34948
4494	6158	34944
4495	6159	34941
4496	6160	34938
4497	6161	34934
4498	6162	34931
4499	6164	34930
4500	6165	34927
4501	6166	34925
4502	6167	34924
4503	6169	34921
4504	6170	34918
4505	6171	34914
4506	6172	34911
4507	6173	34908
4508	6174	34904
4509	6175	34902
4510	6176	34901
4511	6178	34902
4512	6179	34899
4513	6180	34896
4514	6181	34891
4515	6182	34888
4516	6183	34887
4517	6185	34884
4518	6186	34881
4519	6187	34877
4520	6188	34874
4521	6189	34872
4522	6190	34869
4523	6191	34867
4524	6193	34869
4525	6194	34866
4526	6195	34864
4527	6197	34860
4528	6198	34857
4529	6199	34854
4530	6200	34850
4531	6201	34847
4532	6204	34859
4533	6206	34857
4534	6208	34861
4535	6209	34860
4536	6211	34863
4537	6213	34860
4538	6214	34858
4539	6215	34854
4540	6216	34851
4541	6217	34848
4542	6218	34848
