iter	Passed	Remaining
7889	10343	28985
7890	10344	28984
7891	10346	28982
7892	10347	28980
7893	10348	28979
7894	10350	28980
7895	10351	28978
7896	10353	28977
7897	10354	28976
7898	10355	28974
7899	10358	28976
7900	10359	28974
7901	10360	28972
7902	10361	28970
7903	10363	28970
7904	10365	28972
7905	10367	28972
7906	10373	28985
7907	10375	28985
7908	10376	28983
7909	10377	28981
7910	10379	28981
7911	10380	28980
7912	10382	28979
7913	10383	28977
7914	10384	28975
7915	10385	28972
7916	10386	28970
7917	10387	28968
7918	10388	28966
7919	10389	28965
7920	10391	28964
7921	10392	28962
7922	10393	28961
7923	10394	28959
7924	10395	28956
7925	10396	28954
7926	10397	28952
7927	10398	28951
7928	10400	28949
7929	10401	28947
7930	10402	28945
7931	10403	28943
7932	10404	28941
7933	10405	28938
7934	10406	28936
7935	10407	28934
7936	10408	28933
7937	10409	28931
7938	10410	28929
7939	10411	28927
7940	10417	28938
7941	10418	28936
7942	10420	28935
7943	10421	28934
7944	10422	28932
7945	10425	28934
7946	10426	28934
7947	10428	28933
7948	10429	28931
7949	10430	28931
7950	10432	28930
7951	10433	28928
7952	10434	28926
7953	10435	28924
7954	10437	28923
7955	10438	28923
7956	10440	28923
7957	10441	28921
7958	10442	28919
7959	10443	28917
7960	10444	28915
7961	10446	28914
7962	10447	28913
7963	10448	28911
7964	10450	28909
7965	10451	28910
7966	10453	28910
7967	10455	28910
7968	10456	28909
7969	10460	28914
7970	10461	28913
7971	10464	28915
7972	10466	28917
7973	10470	28921
7974	10472	28921
7975	10473	28920
7976	10474	28918
7977	10475	28916
7978	10476	28914
7979	10477	28912
7980	10479	28910
7981	10480	28908
7982	10482	28911
7983	10484	28911
7984	10490	28921
7985	10491	28920
7986	10493	28919
7987	10494	28917
7988	10495	28915
7989	10496	28914
7990	10498	28914
7991	10499	28912
7992	10500	28911
7993	10501	28908
7994	10503	28908
7995	10504	28906
7996	10505	28905
7997	10506	28903
7998	10507	28901
7999	10508	28898
8000	10509	28896
8001	10510	28893
8002	10511	28892
8003	10513	28892
8004	10514	28890
8005	10515	28888
8006	10516	28885
8007	10517	28883
8008	10518	28880
8009	10519	28878
8010	10519	28875
8011	10520	28872
8012	10521	28870
8013	10522	28868
8014	10523	28865
8015	10524	28864
8016	10525	28862
8017	10526	28860
8018	10527	28858
8019	10528	28855
8020	10529	28852
8021	10530	28850
8022	10531	28848
8023	10532	28845
8024	10533	28842
8025	10533	28840
8026	10534	28837
8027	10535	28834
8028	10536	28831
8029	10537	28829
8030	10538	28827
8031	10539	28825
8032	10540	28823
8033	10541	28822
8034	10542	28819
8035	10543	28816
8036	10544	28814
8037	10544	28811
8038	10545	28808
8039	10546	28805
8040	10547	28803
8041	10548	28800
8042	10549	28798
8043	10549	28795
8044	10550	28793
8045	10551	28790
8046	10552	28788
8047	10553	28786
8048	10554	28784
8049	10555	28782
8050	10557	28780
8051	10559	28784
8052	10561	28784
8053	10563	28783
8054	10564	28782
8055	10565	28780
8056	10566	28778
8057	10567	28776
8058	10568	28773
8059	10570	28772
8060	10570	28770
8061	10571	28767
8062	10572	28765
8063	10573	28763
8064	10575	28762
8065	10576	28761
8066	10578	28761
8067	10579	28759
8068	10580	28757
8069	10581	28755
8070	10583	28754
8071	10584	28753
8072	10585	28752
8073	10587	28751
8074	10589	28751
8075	10590	28750
8076	10592	28751
8077	10593	28748
8078	10594	28746
8079	10595	28743
8080	10596	28740
8081	10596	28738
8082	10598	28736
8083	10599	28735
8084	10600	28732
8085	10601	28730
8086	10602	28727
8087	10602	28725
8088	10603	28722
8089	10604	28719
8090	10605	28717
8091	10606	28715
8092	10607	28712
8093	10608	28710
8094	10609	28708
8095	10609	28705
8096	10611	28703
8097	10611	28700
8098	10613	28699
8099	10614	28697
8100	10614	28694
8101	10615	28691
8102	10616	28689
8103	10617	28686
8104	10618	28684
8105	10619	28682
8106	10620	28680
8107	10621	28677
8108	10621	28674
8109	10622	28672
8110	10623	28669
8111	10624	28666
8112	10625	28664
8113	10626	28662
8114	10627	28660
8115	10628	28658
8116	10629	28655
8117	10629	28652
8118	10631	28651
8119	10632	28649
8120	10633	28647
8121	10634	28644
8122	10634	28642
8123	10635	28639
8124	10636	28637
8125	10637	28634
8126	10638	28631
8127	10638	28628
8128	10639	28626
8129	10640	28624
8130	10642	28623
8131	10643	28621
8132	10644	28618
8133	10645	28616
8134	10646	28614
8135	10647	28613
8136	10648	28611
8137	10649	28608
8138	10650	28606
8139	10651	28604
8140	10652	28602
8141	10653	28600
8142	10654	28598
8143	10655	28595
8144	10656	28594
8145	10657	28592
8146	10658	28589
8147	10659	28587
8148	10660	28585
8149	10661	28583
8150	10662	28580
8151	10663	28578
8152	10663	28575
8153	10664	28573
8154	10665	28570
8155	10666	28569
8156	10667	28566
8157	10668	28563
8158	10669	28561
8159	10670	28559
8160	10671	28557
8161	10672	28554
8162	10673	28553
8163	10674	28550
8164	10675	28548
8165	10676	28545
8166	10676	28542
8167	10677	28540
8168	10678	28538
8169	10679	28535
8170	10680	28533
8171	10681	28531
8172	10682	28528
8173	10683	28525
8174	10683	28523
8175	10684	28520
8176	10687	28522
8177	10687	28519
8178	10688	28516
8179	10689	28514
8180	10690	28511
8181	10691	28508
8182	10692	28506
8183	10692	28503
8184	10693	28501
8185	10694	28498
8186	10695	28496
8187	10696	28494
8188	10697	28491
8189	10698	28489
8190	10699	28487
8191	10700	28486
8192	10702	28486
8193	10703	28484
8194	10704	28482
8195	10705	28479
8196	10706	28477
8197	10707	28475
8198	10708	28472
8199	10708	28469
8200	10709	28467
8201	10710	28464
8202	10711	28462
8203	10712	28459
8204	10713	28457
8205	10714	28456
8206	10715	28455
8207	10716	28452
8208	10717	28450
8209	10718	28447
8210	10719	28445
8211	10720	28442
8212	10721	28440
8213	10721	28437
8214	10722	28435
8215	10723	28432
8216	10724	28430
8217	10725	28428
8218	10726	28425
8219	10727	28423
8220	10728	28421
8221	10729	28419
8222	10730	28417
8223	10731	28415
8224	10732	28413
8225	10733	28410
8226	10734	28408
8227	10734	28405
8228	10735	28402
8229	10736	28400
8230	10737	28397
8231	10738	28395
8232	10739	28393
8233	10740	28392
8234	10741	28389
8235	10742	28387
8236	10743	28384
8237	10744	28383
8238	10745	28380
8239	10746	28377
8240	10746	28375
8241	10747	28373
8242	10748	28370
8243	10749	28368
8244	10750	28365
8245	10751	28363
8246	10752	28361
8247	10753	28358
8248	10753	28356
8249	10754	28353
8250	10755	28350
8251	10756	28347
8252	10757	28345
8253	10757	28342
8254	10759	28341
8255	10759	28338
8256	10760	28336
8257	10761	28333
8258	10762	28331
8259	10763	28328
8260	10764	28325
8261	10764	28323
8262	10765	28320
8263	10766	28318
8264	10767	28315
8265	10768	28312
8266	10768	28310
8267	10769	28307
8268	10770	28304
8269	10771	28302
8270	10772	28299
8271	10773	28298
8272	10774	28295
8273	10775	28293
8274	10775	28290
8275	10776	28288
8276	10777	28285
8277	10778	28282
8278	10778	28279
8279	10779	28277
8280	10780	28274
8281	10781	28272
8282	10782	28270
8283	10783	28268
8284	10784	28265
8285	10785	28264
8286	10786	28262
8287	10787	28261
8288	10789	28259
8289	10790	28257
8290	10791	28255
8291	10792	28253
8292	10793	28252
8293	10794	28250
8294	10797	28252
8295	10798	28250
8296	10799	28248
8297	10800	28247
8298	10802	28247
8299	10803	28245
8300	10804	28244
8301	10805	28242
8302	10807	28240
8303	10808	28239
8304	10809	28238
8305	10811	28237
8306	10812	28235
8307	10813	28234
8308	10815	28233
8309	10817	28234
8310	10818	28232
8311	10819	28230
8312	10821	28230
8313	10822	28228
8314	10824	28229
8315	10825	28227
8316	10827	28228
8317	10828	28226
8318	10830	28225
8319	10831	28224
8320	10832	28222
8321	10833	28221
8322	10834	28219
8323	10836	28217
8324	10837	28215
8325	10838	28213
8326	10839	28211
8327	10840	28210
8328	10841	28209
8329	10843	28207
8330	10844	28206
8331	10845	28205
8332	10847	28203
8333	10848	28202
8334	10849	28199
8335	10850	28199
8336	10851	28197
8337	10852	28195
8338	10853	28193
8339	10855	28191
8340	10856	28190
8341	10857	28188
8342	10858	28185
8343	10859	28183
8344	10860	28182
8345	10861	28180
8346	10862	28178
8347	10863	28176
8348	10864	28174
8349	10865	28172
8350	10866	28169
8351	10867	28167
8352	10868	28165
8353	10869	28163
8354	10870	28161
8355	10871	28159
8356	10872	28157
8357	10873	28154
8358	10874	28153
8359	10875	28151
8360	10876	28149
8361	10877	28147
8362	10878	28145
8363	10879	28143
8364	10880	28141
8365	10881	28139
8366	10882	28137
8367	10883	28134
8368	10884	28132
8369	10885	28130
8370	10886	28128
8371	10887	28126
8372	10888	28125
8373	10890	28124
8374	10891	28122
8375	10892	28120
8376	10893	28117
8377	10894	28115
8378	10895	28113
8379	10896	28111
8380	10897	28109
8381	10898	28107
8382	10899	28105
8383	10900	28103
8384	10901	28101
8385	10902	28099
8386	10904	28100
8387	10905	28098
8388	10906	28096
8389	10907	28094
8390	10908	28092
8391	10909	28090
8392	10910	28088
8393	10911	28086
8394	10912	28084
8395	10913	28082
8396	10914	28080
8397	10915	28078
8398	10916	28076
8399	10918	28074
8400	10919	28073
8401	10920	28071
8402	10921	28069
8403	10922	28068
8404	10924	28068
8405	10925	28066
8406	10926	28064
8407	10927	28062
8408	10928	28060
8409	10929	28058
8410	10930	28055
8411	10931	28054
8412	10933	28054
8413	10934	28052
8414	10935	28050
8415	10936	28048
8416	10937	28046
8417	10938	28044
8418	10939	28042
8419	10940	28040
8420	10941	28038
8421	10942	28036
8422	10943	28034
8423	10944	28032
8424	10945	28030
8425	10947	28029
8426	10948	28028
8427	10951	28031
8428	10954	28033
8429	10955	28032
8430	10957	28031
8431	10958	28029
8432	10959	28029
8433	10960	28027
8434	10962	28026
8435	10963	28024
8436	10964	28022
8437	10965	28020
8438	10966	28018
8439	10967	28016
8440	10968	28014
8441	10969	28012
8442	10970	28010
8443	10971	28008
8444	10972	28006
8445	10973	28004
8446	10974	28002
8447	10975	28001
8448	10977	28000
8449	10978	27998
8450	10979	27996
8451	10980	27994
8452	10981	27992
8453	10982	27991
8454	10984	27989
8455	10985	27988
8456	10986	27987
8457	10987	27984
8458	10988	27982
8459	10989	27980
8460	10990	27979
8461	10992	27977
8462	10993	27976
8463	10994	27974
8464	10995	27972
8465	10996	27970
8466	10997	27967
8467	10998	27965
8468	10999	27964
8469	11000	27962
8470	11001	27960
8471	11002	27958
8472	11003	27956
8473	11004	27954
8474	11006	27953
8475	11007	27951
8476	11008	27949
8477	11010	27951
8478	11011	27949
8479	11013	27950
8480	11015	27948
8481	11016	27947
8482	11017	27946
8483	11019	27945
8484	11020	27944
8485	11021	27942
8486	11022	27940
8487	11024	27939
8488	11025	27937
8489	11026	27936
8490	11027	27934
8491	11028	27932
8492	11029	27930
8493	11030	27928
8494	11031	27925
8495	11032	27923
8496	11033	27921
8497	11034	27918
8498	11034	27916
8499	11036	27915
8500	11037	27912
8501	11037	27910
8502	11038	27907
8503	11039	27905
8504	11040	27902
8505	11041	27900
8506	11041	27897
8507	11042	27894
8508	11043	27892
8509	11044	27890
8510	11045	27889
8511	11046	27886
8512	11047	27884
8513	11048	27881
8514	11049	27879
8515	11050	27877
8516	11051	27875
8517	11051	27872
8518	11052	27870
8519	11053	27867
8520	11054	27865
8521	11055	27863
8522	11056	27860
8523	11057	27858
8524	11057	27855
8525	11058	27853
8526	11059	27850
8527	11060	27847
8528	11061	27845
8529	11061	27843
8530	11062	27840
8531	11064	27839
8532	11064	27836
8533	11065	27834
8534	11066	27831
8535	11067	27829
8536	11068	27827
8537	11069	27824
8538	11069	27822
8539	11070	27819
8540	11071	27817
8541	11073	27816
8542	11074	27814
8543	11074	27811
8544	11075	27809
8545	11076	27806
8546	11077	27804
8547	11078	27803
8548	11079	27801
8549	11080	27798
8550	11081	27796
8551	11082	27794
8552	11083	27791
8553	11084	27789
8554	11084	27786
8555	11085	27784
8556	11086	27781
8557	11087	27778
8558	11088	27776
8559	11088	27774
8560	11089	27771
8561	11090	27768
8562	11091	27766
8563	11092	27764
8564	11093	27762
8565	11094	27760
8566	11094	27757
8567	11095	27755
8568	11096	27752
8569	11097	27750
8570	11098	27748
8571	11099	27745
8572	11100	27743
8573	11101	27741
8574	11101	27738
8575	11102	27736
8576	11103	27733
8577	11104	27731
8578	11105	27728
8579	11106	27726
8580	11107	27724
8581	11108	27722
8582	11109	27720
8583	11110	27718
8584	11111	27716
8585	11111	27713
8586	11112	27711
8587	11113	27708
8588	11114	27706
8589	11115	27703
8590	11115	27701
8591	11116	27699
8592	11117	27696
8593	11118	27694
8594	11119	27691
8595	11120	27689
8596	11121	27686
8597	11122	27686
8598	11123	27683
8599	11124	27681
8600	11125	27678
8601	11125	27676
8602	11126	27673
8603	11127	27670
8604	11128	27668
8605	11128	27666
8606	11129	27663
8607	11130	27660
8608	11131	27658
8609	11132	27656
8610	11133	27653
8611	11134	27651
8612	11135	27649
8613	11136	27647
8614	11137	27646
8615	11138	27644
8616	11139	27641
8617	11139	27638
8618	11140	27636
8619	11141	27633
8620	11142	27631
8621	11143	27628
8622	11143	27626
8623	11144	27623
8624	11145	27621
8625	11146	27619
8626	11147	27616
8627	11147	27614
8628	11148	27611
8629	11149	27609
8630	11150	27607
8631	11152	27606
8632	11153	27604
8633	11154	27602
8634	11155	27600
8635	11156	27598
8636	11156	27595
8637	11157	27593
8638	11158	27591
8639	11159	27589
8640	11160	27586
8641	11161	27584
8642	11162	27581
8643	11162	27579
8644	11163	27577
8645	11164	27574
8646	11165	27572
8647	11166	27571
8648	11167	27568
8649	11168	27566
8650	11169	27563
8651	11170	27561
8652	11171	27558
8653	11171	27556
8654	11172	27553
8655	11173	27551
8656	11174	27548
8657	11174	27545
8658	11175	27543
8659	11176	27542
8660	11177	27539
8661	11178	27537
8662	11179	27534
8663	11180	27532
8664	11181	27530
8665	11182	27528
8666	11183	27526
8667	11184	27524
8668	11185	27523
8669	11186	27520
8670	11187	27518
8671	11188	27515
8672	11188	27513
8673	11189	27510
8674	11190	27508
8675	11191	27506
8676	11192	27504
8677	11193	27501
8678	11194	27499
8679	11195	27497
8680	11196	27495
8681	11196	27493
8682	11197	27490
8683	11198	27488
8684	11199	27486
8685	11200	27483
8686	11200	27480
8687	11201	27478
8688	11202	27476
8689	11203	27473
8690	11204	27471
8691	11205	27468
8692	11205	27466
8693	11206	27463
8694	11207	27461
8695	11208	27458
8696	11209	27456
8697	11210	27454
8698	11211	27452
8699	11211	27449
8700	11212	27447
8701	11213	27444
8702	11214	27442
8703	11215	27439
8704	11215	27437
8705	11216	27434
8706	11217	27432
8707	11218	27429
8708	11219	27427
8709	11219	27425
8710	11220	27422
8711	11221	27419
8712	11222	27417
8713	11223	27415
8714	11224	27413
8715	11225	27410
8716	11225	27408
8717	11226	27405
8718	11227	27403
8719	11228	27401
8720	11229	27398
8721	11229	27396
8722	11230	27393
8723	11231	27391
8724	11232	27389
8725	11233	27387
8726	11234	27385
8727	11235	27383
8728	11236	27380
8729	11237	27378
8730	11238	27377
8731	11239	27375
8732	11240	27372
8733	11241	27370
8734	11241	27367
8735	11242	27365
8736	11243	27363
8737	11244	27361
8738	11245	27359
8739	11246	27357
8740	11247	27355
8741	11248	27352
8742	11249	27349
8743	11249	27347
8744	11250	27345
8745	11251	27342
8746	11252	27340
8747	11253	27339
8748	11254	27337
8749	11255	27334
8750	11256	27332
8751	11257	27330
8752	11258	27328
8753	11259	27326
8754	11260	27324
8755	11261	27322
8756	11262	27320
8757	11263	27318
8758	11264	27316
8759	11265	27314
8760	11266	27312
8761	11267	27310
8762	11268	27308
8763	11269	27306
8764	11270	27304
8765	11271	27302
8766	11272	27300
8767	11273	27298
8768	11274	27296
8769	11275	27294
8770	11276	27292
8771	11277	27290
8772	11278	27288
8773	11279	27286
8774	11280	27285
8775	11281	27283
8776	11283	27282
8777	11284	27281
8778	11285	27279
8779	11287	27279
8780	11288	27278
8781	11289	27277
8782	11291	27276
8783	11292	27274
8784	11293	27273
8785	11297	27278
8786	11298	27277
8787	11300	27276
8788	11301	27275
8789	11303	27274
8790	11304	27272
8791	11308	27277
8792	11309	27277
8793	11312	27279
8794	11313	27277
8795	11314	27276
8796	11316	27274
8797	11317	27273
8798	11318	27271
8799	11319	27269
8800	11320	27268
8801	11321	27266
8802	11323	27265
8803	11326	27268
8804	11327	27267
8805	11328	27265
8806	11329	27264
8807	11330	27262
8808	11332	27260
8809	11333	27258
8810	11334	27257
8811	11335	27255
8812	11336	27254
8813	11337	27252
8814	11340	27254
8815	11341	27253
8816	11342	27251
8817	11343	27249
8818	11344	27247
8819	11345	27245
8820	11346	27243
8821	11348	27242
8822	11349	27240
8823	11350	27238
8824	11351	27236
8825	11352	27234
8826	11353	27232
8827	11354	27231
8828	11355	27229
8829	11358	27232
8830	11361	27235
8831	11362	27233
8832	11364	27232
8833	11365	27231
8834	11366	27229
8835	11367	27228
8836	11369	27227
8837	11370	27226
8838	11372	27225
8839	11373	27225
8840	11377	27229
8841	11378	27227
8842	11379	27225
8843	11380	27223
8844	11381	27221
8845	11382	27220
8846	11385	27222
8847	11386	27220
8848	11387	27219
8849	11388	27217
8850	11390	27216
8851	11391	27214
8852	11392	27212
8853	11393	27210
8854	11394	27209
8855	11395	27207
8856	11396	27205
8857	11398	27205
8858	11399	27204
8859	11401	27203
8860	11402	27201
8861	11403	27199
8862	11404	27197
8863	11405	27195
8864	11406	27194
8865	11407	27192
8866	11408	27190
8867	11409	27189
8868	11411	27187
8869	11412	27187
8870	11414	27186
8871	11415	27184
8872	11416	27182
8873	11417	27181
8874	11418	27179
8875	11419	27176
8876	11420	27175
8877	11422	27175
8878	11423	27174
8879	11424	27172
8880	11425	27170
8881	11427	27170
8882	11429	27169
8883	11433	27175
8884	11434	27174
8885	11436	27174
8886	11437	27172
8887	11438	27171
8888	11439	27169
8889	11440	27167
8890	11442	27167
8891	11443	27165
8892	11444	27163
8893	11448	27167
8894	11450	27167
8895	11451	27166
8896	11452	27165
8897	11453	27163
8898	11455	27161
8899	11456	27160
8900	11457	27159
8901	11458	27157
8902	11459	27156
8903	11461	27155
8904	11464	27157
8905	11465	27155
8906	11466	27154
8907	11467	27151
8908	11468	27149
8909	11469	27147
8910	11470	27145
8911	11471	27143
8912	11472	27142
8913	11473	27139
8914	11474	27137
8915	11474	27135
8916	11475	27132
8917	11476	27130
8918	11477	27127
8919	11478	27126
8920	11479	27123
8921	11480	27121
8922	11481	27119
8923	11481	27117
8924	11482	27114
8925	11483	27112
8926	11484	27109
8927	11485	27107
8928	11486	27105
8929	11487	27103
8930	11487	27100
8931	11488	27098
8932	11489	27096
8933	11490	27094
8934	11491	27091
8935	11492	27089
8936	11493	27087
8937	11493	27084
8938	11494	27082
8939	11495	27080
8940	11496	27077
8941	11497	27075
8942	11498	27073
8943	11499	27071
8944	11500	27069
8945	11501	27068
8946	11502	27065
8947	11503	27063
8948	11504	27061
8949	11504	27059
8950	11505	27056
8951	11506	27054
8952	11507	27052
8953	11508	27050
8954	11509	27048
8955	11510	27045
8956	11511	27043
8957	11511	27040
8958	11512	27038
8959	11513	27035
8960	11514	27033
8961	11515	27032
8962	11516	27030
8963	11517	27028
8964	11518	27026
8965	11519	27024
8966	11520	27021
8967	11520	27019
8968	11521	27016
8969	11522	27014
8970	11523	27012
8971	11524	27010
8972	11525	27007
8973	11526	27005
8974	11527	27003
8975	11527	27001
8976	11528	26999
8977	11529	26996
8978	11530	26995
8979	11531	26992
8980	11532	26990
8981	11533	26988
8982	11534	26985
8983	11535	26983
8984	11535	26981
8985	11536	26978
8986	11537	26976
8987	11538	26974
8988	11539	26971
8989	11539	26969
8990	11540	26966
8991	11541	26964
8992	11542	26962
8993	11543	26960
8994	11544	26958
8995	11545	26957
8996	11546	26955
8997	11547	26952
8998	11548	26950
8999	11549	26948
9000	11550	26946
9001	11551	26945
9002	11552	26942
9003	11553	26940
9004	11554	26938
9005	11554	26935
9006	11555	26933
9007	11556	26931
9008	11557	26929
9009	11560	26932
9010	11562	26931
9011	11563	26929
9012	11564	26927
9013	11564	26924
9014	11565	26922
9015	11566	26920
9016	11567	26917
9017	11568	26915
9018	11569	26913
9019	11570	26911
9020	11570	26909
9021	11571	26906
9022	11572	26904
9023	11573	26903
9024	11574	26900
9025	11575	26898
9026	11576	26895
9027	11577	26893
9028	11577	26891
9029	11578	26888
9030	11579	26886
9031	11580	26884
9032	11581	26881
9033	11581	26879
9034	11582	26876
9035	11583	26874
9036	11584	26872
9037	11585	26870
9038	11586	26869
9039	11587	26866
9040	11588	26865
9041	11589	26862
9042	11590	26860
9043	11591	26857
9044	11591	26855
9045	11592	26853
9046	11593	26850
9047	11594	26848
9048	11595	26845
9049	11595	26843
9050	11596	26841
9051	11597	26838
9052	11598	26836
9053	11599	26834
9054	11599	26831
9055	11600	26829
9056	11601	26826
9057	11602	26825
9058	11603	26823
9059	11604	26821
9060	11605	26818
9061	11606	26816
9062	11606	26814
9063	11607	26811
9064	11608	26809
9065	11609	26806
9066	11610	26804
9067	11610	26801
9068	11611	26799
9069	11613	26798
9070	11614	26796
9071	11614	26794
9072	11615	26791
9073	11616	26789
9074	11617	26788
9075	11618	26785
9076	11619	26783
9077	11620	26781
9078	11621	26779
9079	11622	26776
9080	11622	26774
9081	11623	26772
9082	11624	26769
9083	11625	26767
9084	11626	26765
9085	11627	26762
9086	11627	26760
9087	11628	26757
9088	11629	26755
9089	11630	26753
9090	11631	26751
9091	11632	26749
9092	11633	26747
9093	11634	26745
9094	11635	26743
9095	11635	26741
9096	11636	26738
9097	11637	26736
9098	11638	26734
9099	11639	26732
9100	11640	26730
9101	11641	26727
9102	11641	26725
9103	11642	26722
9104	11643	26720
9105	11644	26717
9106	11645	26715
9107	11645	26713
9108	11647	26712
9109	11647	26709
9110	11648	26707
9111	11649	26704
9112	11650	26702
9113	11651	26699
9114	11651	26697
9115	11652	26695
9116	11653	26692
9117	11654	26690
9118	11655	26688
9119	11656	26686
9120	11657	26684
9121	11657	26682
9122	11658	26679
9123	11659	26677
9124	11660	26675
9125	11661	26673
9126	11662	26671
9127	11663	26669
9128	11664	26666
9129	11664	26664
9130	11665	26662
9131	11666	26660
9132	11667	26657
9133	11668	26656
9134	11669	26654
9135	11670	26652
9136	11671	26650
9137	11672	26648
9138	11673	26646
9139	11674	26644
9140	11675	26643
9141	11676	26641
9142	11677	26639
9143	11678	26636
9144	11679	26634
9145	11679	26631
9146	11681	26630
9147	11682	26628
9148	11682	26625
9149	11683	26623
9150	11684	26621
9151	11685	26618
9152	11686	26616
9153	11686	26613
9154	11687	26611
9155	11688	26609
9156	11689	26607
9157	11690	26606
9158	11691	26603
9159	11692	26601
9160	11693	26599
9161	11693	26596
9162	11694	26594
9163	11695	26592
9164	11696	26589
9165	11697	26587
9166	11698	26584
9167	11699	26583
9168	11700	26581
9169	11700	26579
9170	11701	26576
9171	11702	26574
9172	11703	26572
9173	11704	26570
9174	11705	26568
9175	11706	26565
9176	11706	26563
9177	11707	26561
9178	11708	26559
9179	11709	26557
9180	11710	26554
9181	11711	26552
9182	11712	26550
9183	11713	26548
9184	11713	26545
9185	11714	26543
9186	11715	26541
9187	11716	26539
9188	11717	26537
9189	11718	26534
9190	11719	26533
9191	11720	26531
9192	11721	26528
9193	11722	26527
9194	11723	26525
9195	11724	26523
9196	11725	26521
9197	11726	26519
9198	11727	26517
9199	11728	26515
9200	11729	26513
9201	11730	26512
9202	11731	26510
9203	11732	26508
9204	11733	26506
9205	11734	26505
9206	11735	26502
9207	11736	26500
9208	11737	26498
9209	11737	26496
9210	11738	26494
9211	11740	26493
9212	11741	26491
9213	11741	26488
9214	11743	26487
9215	11744	26485
9216	11745	26484
9217	11746	26483
9218	11747	26481
9219	11749	26480
9220	11750	26479
9221	11751	26478
9222	11753	26476
9223	11754	26475
9224	11755	26473
9225	11756	26472
9226	11758	26471
9227	11759	26470
9228	11760	26468
9229	11762	26468
9230	11763	26467
9231	11765	26466
9232	11766	26464
9233	11767	26463
9234	11768	26462
9235	11770	26461
9236	11771	26460
9237	11772	26458
9238	11773	26456
9239	11775	26455
9240	11776	26454
9241	11779	26456
9242	11780	26454
9243	11781	26452
9244	11782	26451
9245	11783	26449
9246	11784	26447
9247	11785	26446
9248	11786	26444
9249	11787	26442
9250	11788	26440
9251	11789	26438
9252	11790	26437
9253	11792	26436
9254	11793	26434
9255	11794	26432
9256	11795	26430
9257	11796	26428
9258	11797	26427
9259	11798	26424
9260	11799	26423
9261	11800	26421
9262	11801	26419
9263	11802	26417
9264	11803	26416
9265	11804	26415
9266	11806	26413
9267	11807	26412
9268	11808	26409
9269	11809	26408
9270	11810	26406
9271	11812	26407
9272	11813	26405
9273	11814	26403
9274	11815	26402
9275	11816	26400
9276	11817	26397
9277	11819	26399
9278	11821	26397
9279	11822	26395
9280	11823	26394
9281	11824	26393
9282	11825	26391
9283	11826	26389
9284	11827	26387
9285	11829	26387
9286	11830	26385
9287	11831	26383
9288	11832	26382
9289	11833	26380
9290	11835	26379
9291	11837	26379
9292	11838	26379
9293	11840	26378
9294	11841	26377
9295	11843	26376
9296	11844	26375
9297	11845	26374
9298	11847	26373
9299	11849	26374
9300	11851	26373
9301	11852	26373
9302	11854	26373
9303	11855	26372
9304	11857	26371
9305	11858	26370
9306	11862	26375
9307	11864	26374
9308	11865	26372
9309	11866	26371
9310	11869	26372
9311	11870	26371
9312	11871	26369
9313	11873	26369
9314	11876	26372
9315	11877	26371
9316	11878	26370
9317	11880	26369
9318	11883	26372
9319	11885	26371
9320	11886	26370
9321	11887	26369
9322	11889	26368
9323	11890	26367
9324	11892	26366
9325	11893	26364
9326	11894	26363
9327	11896	26363
9328	11897	26361
9329	11898	26359
9330	11898	26357
9331	11899	26355
9332	11900	26353
9333	11902	26352
9334	11903	26350
9335	11905	26350
9336	11906	26348
9337	11907	26346
9338	11907	26344
9339	11909	26343
9340	11910	26341
9341	11911	26339
9342	11912	26337
9343	11913	26335
9344	11914	26333
9345	11915	26331
9346	11915	26329
9347	11916	26326
9348	11917	26324
9349	11918	26322
9350	11919	26321
9351	11922	26324
9352	11925	26325
9353	11926	26323
9354	11927	26322
9355	11928	26320
9356	11930	26319
9357	11931	26317
9358	11932	26315
9359	11933	26314
9360	11934	26313
9361	11935	26312
9362	11937	26311
9363	11939	26310
9364	11940	26309
9365	11941	26308
9366	11942	26306
9367	11943	26305
9368	11944	26303
9369	11945	26301
9370	11947	26301
9371	11948	26299
9372	11949	26298
9373	11950	26295
9374	11951	26293
9375	11952	26291
9376	11953	26289
9377	11954	26287
9378	11955	26284
9379	11956	26282
9380	11956	26280
9381	11957	26278
9382	11958	26276
9383	11959	26274
9384	11960	26272
9385	11961	26270
9386	11962	26269
9387	11963	26267
9388	11964	26265
9389	11965	26263
9390	11966	26260
9391	11967	26259
9392	11968	26257
9393	11969	26255
9394	11970	26252
9395	11971	26250
9396	11971	26248
9397	11972	26246
9398	11973	26244
9399	11974	26242
9400	11975	26239
9401	11977	26239
9402	11977	26237
9403	11978	26234
9404	11979	26232
9405	11980	26230
9406	11981	26227
9407	11981	26225
9408	11982	26223
9409	11983	26221
9410	11984	26218
9411	11985	26216
9412	11986	26214
9413	11987	26212
9414	11987	26210
9415	11988	26207
9416	11989	26205
9417	11990	26203
9418	11991	26202
9419	11992	26199
9420	11993	26197
9421	11994	26195
9422	11995	26193
9423	11995	26191
9424	11996	26188
9425	11997	26186
9426	11998	26184
9427	11999	26182
9428	12000	26180
9429	12000	26177
9430	12001	26175
9431	12002	26173
9432	12003	26171
9433	12004	26170
9434	12005	26168
9435	12006	26166
9436	12008	26165
9437	12009	26163
9438	12010	26161
9439	12010	26159
9440	12011	26157
9441	12013	26156
9442	12014	26154
