iter	Logloss
197	0.6241438827
198	0.6237993035
199	0.623525407
200	0.623182351
201	0.6228370164
202	0.622495718
203	0.6221553589
204	0.6219145579
205	0.6217132859
206	0.621501049
207	0.6212317326
208	0.6210318078
209	0.6206916972
210	0.6203524909
211	0.6200172871
212	0.6196797904
213	0.619480574
214	0.6191444669
215	0.6189097537
216	0.6185750827
217	0.6182442028
218	0.6179142353
219	0.6176606204
220	0.6173289977
221	0.6171356946
222	0.6168054397
223	0.6165849814
224	0.616341145
225	0.6161445794
226	0.6158855162
227	0.6156270549
228	0.6154015183
229	0.6151738653
230	0.6148510163
231	0.6147554389
232	0.6145666802
233	0.6143486348
234	0.6140958338
235	0.6138826534
236	0.6136472347
237	0.6134560292
238	0.6131373631
239	0.6129135881
240	0.6126665826
241	0.6124512564
242	0.6121349992
243	0.6118196168
244	0.6116361467
245	0.6114130092
246	0.6112303381
247	0.6110101728
248	0.610791552
249	0.6105430227
250	0.6103009833
251	0.6099866737
252	0.6097969508
253	0.6096172462
254	0.6093045738
255	0.6090589784
256	0.6088405793
257	0.6086421473
258	0.6083348482
259	0.6080251707
260	0.6078110704
261	0.6075998611
262	0.6073788485
263	0.6070714476
264	0.6068936177
265	0.6066527239
266	0.6064684088
267	0.6062443488
268	0.606070547
269	0.6058533385
270	0.6055526085
271	0.6053753683
272	0.6050728389
273	0.6048637039
274	0.6045972312
275	0.6043769845
276	0.6040799366
277	0.6038524044
278	0.6036414937
279	0.6034337923
280	0.6032653207
281	0.6029709992
282	0.6027652317
283	0.6024689625
284	0.6021766547
285	0.6019952524
286	0.6017041785
287	0.6014139136
288	0.6012091508
289	0.6009845724
290	0.6008202806
291	0.6005287389
292	0.6003642693
293	0.6000773473
294	0.5998492381
295	0.5996595036
296	0.5994322839
297	0.5991474987
298	0.5989308448
299	0.5987701046
300	0.5985735213
301	0.5983974276
302	0.5981115903
303	0.5978300276
304	0.5976127436
305	0.5974197188
306	0.5972007945
307	0.5970052458
308	0.5967226752
309	0.5964761581
310	0.5962906199
311	0.5960696918
312	0.5958775388
313	0.595597644
314	0.5954234024
315	0.5952410022
316	0.5950740492
317	0.5948646668
318	0.5946825103
319	0.5944054588
320	0.5941881887
321	0.5939963756
322	0.5937209113
323	0.5935665588
324	0.593361449
325	0.5931956609
326	0.5930088269
327	0.5928380541
328	0.5926536388
329	0.5923813641
330	0.5921965216
331	0.5919285928
332	0.5916581143
333	0.59148252
334	0.5912163424
335	0.5910542874
336	0.5908590127
337	0.5905911603
338	0.5903875608
339	0.5901208744
340	0.5898549051
341	0.5895896509
342	0.5894175496
343	0.5891563492
344	0.5888928052
345	0.5886329494
346	0.5884263015
347	0.5881645202
348	0.5879034429
349	0.5876459478
350	0.5873891715
351	0.587130028
352	0.5869790218
353	0.5867754347
354	0.5866863689
355	0.5864318644
356	0.5862347216
357	0.5860324297
358	0.5857763975
359	0.5855917683
360	0.5854133764
361	0.5851619071
362	0.5849080078
363	0.5847560776
364	0.5845704638
365	0.5843814934
366	0.5841973467
367	0.5839457535
368	0.5836948375
369	0.5834445968
370	0.5832751316
371	0.5830259474
372	0.5828294195
373	0.5826326773
374	0.5824598591
375	0.5822125113
376	0.5819684787
377	0.5817251283
378	0.581592791
379	0.5814082846
380	0.5812146557
381	0.5810832259
382	0.5808903489
383	0.5807185432
384	0.5804781404
385	0.5803479607
386	0.5801565288
387	0.5799808444
388	0.5798030056
389	0.5796730107
390	0.5795435909
391	0.5794151532
392	0.579175017
393	0.5790040807
394	0.5787678362
395	0.5785966839
396	0.5783585955
397	0.5781240443
398	0.5779642405
399	0.5777882373
400	0.5776218344
401	0.5774721307
402	0.5772396022
403	0.5770046711
404	0.5767703731
405	0.576585484
406	0.576380477
407	0.5761506016
408	0.5759859622
409	0.5757571388
410	0.575591338
411	0.5753635253
412	0.5752034792
413	0.5750290811
414	0.5749078618
415	0.5746817722
416	0.5745166828
417	0.5743556344
418	0.5741275795
419	0.5739034004
420	0.5736798486
421	0.5734569222
422	0.5732310778
423	0.573005842
424	0.5728675749
425	0.5726842738
426	0.5725073495
427	0.5722838439
428	0.5721141025
429	0.5718915662
430	0.5717150485
431	0.5715960827
432	0.5714453199
433	0.5712762778
434	0.5711484821
435	0.5709734168
436	0.5708082827
437	0.5705919579
438	0.5703762385
439	0.5702186477
440	0.5700786942
441	0.5698642134
442	0.5698096546
443	0.5696627719
444	0.5694493574
445	0.5692936592
446	0.569077539
447	0.5689122305
448	0.5687670324
449	0.5686083218
450	0.5684833136
451	0.5683436247
452	0.5681999237
453	0.5680297848
454	0.5678751705
455	0.5677056743
456	0.5675620229
457	0.5674758363
458	0.5672672809
459	0.5671201292
460	0.5669728358
461	0.5667617049
462	0.5665548144
463	0.566412062
464	0.5662805166
465	0.5661593026
466	0.5660188055
467	0.5658494929
468	0.5657385944
469	0.5655753624
470	0.565432496
471	0.5653491221
472	0.565141754
473	0.5649894089
474	0.5648507536
475	0.5647319513
476	0.5645869286
477	0.564422993
478	0.5642742246
479	0.5641281032
480	0.5639818135
481	0.5637811983
482	0.5635811455
483	0.563441957
484	0.5632799802
485	0.563081122
486	0.5628788106
487	0.5626771211
488	0.5625421805
489	0.5623951726
490	0.5622680509
491	0.5622095742
492	0.5620703363
493	0.5619559111
494	0.5618154119
495	0.5616197013
496	0.5614245393
497	0.5612299243
498	0.5610318416
499	0.5608775488
500	0.560778179
501	0.5605851476
502	0.5604544602
503	0.5603150076
504	0.5601722132
505	0.5599765755
506	0.5598343273
507	0.5596395346
508	0.5595284275
509	0.5593824934
510	0.5592273561
511	0.5590378344
512	0.5589036464
513	0.5588408324
514	0.5586960828
515	0.5585572541
516	0.5584200052
517	0.5582843399
518	0.5580929043
519	0.5579019855
520	0.5577643879
521	0.5576595484
522	0.5575513773
523	0.5574179474
524	0.5572929528
525	0.5571818632
526	0.5569968203
527	0.5568862205
528	0.5567019258
529	0.5565696455
530	0.5564239731
531	0.5563314987
532	0.5562303897
533	0.556043535
534	0.555951719
535	0.5558986907
536	0.5557676048
537	0.5556496961
538	0.5555006703
539	0.5553194515
540	0.5551857426
541	0.5550570054
542	0.5549238773
543	0.5547440242
544	0.5546226963
545	0.5545195153
546	0.554388332
547	0.5542097643
548	0.5540274329
549	0.5538455938
550	0.5536996688
551	0.5535593987
552	0.5534223674
553	0.5532919001
554	0.5531157625
555	0.55299551
556	0.5528200788
557	0.5527010402
558	0.5525220811
559	0.5523477897
560	0.552169722
561	0.55199632
562	0.551876929
563	0.5517590321
564	0.5516165734
565	0.5515309708
566	0.5514072781
567	0.5512916827
568	0.5512057851
569	0.5511082235
570	0.5509789525
571	0.5508935598
572	0.5507777744
573	0.5506442336
574	0.5505214452
575	0.5503472946
576	0.5502639604
577	0.5501432537
578	0.5500159399
579	0.5498472175
580	0.5497340365
581	0.5496127498
582	0.5494892134
583	0.5494060647
584	0.5492386319
585	0.549116028
586	0.5489856617
587	0.5488476844
588	0.5487230465
589	0.5486209968
590	0.5485003904
591	0.5484015087
592	0.5482814533
593	0.5481164852
594	0.5479474781
595	0.5478289234
596	0.5477366656
597	0.5476007773
598	0.5474372841
599	0.5472697795
600	0.5471684049
601	0.5470573944
602	0.546947448
603	0.5468129913
604	0.5466511768
605	0.5464898162
606	0.5463244004
607	0.546163861
608	0.5461202655
609	0.5460671371
610	0.5459898826
611	0.545876604
612	0.5457170908
613	0.5456393033
614	0.5455627667
615	0.5454561333
616	0.545348289
617	0.5452402889
618	0.5451244049
619	0.5450240826
620	0.5449260494
621	0.5448204815
622	0.5447200405
623	0.5445891044
624	0.5444830121
625	0.5443262777
626	0.5441699828
627	0.5440560694
628	0.5439004592
629	0.5437944219
630	0.5436589394
631	0.5435419893
632	0.5433828118
633	0.5432793358
634	0.5431255224
635	0.5430440685
636	0.542935678
637	0.5427827446
638	0.5427103148
639	0.5425827365
640	0.5424306323
641	0.5422789541
642	0.5421277007
643	0.5419768706
644	0.5418505016
645	0.541755087
646	0.5416830169
647	0.5415331799
648	0.5414076456
649	0.5412533047
650	0.5411044417
651	0.5410289746
652	0.5409290832
653	0.5408444957
654	0.5407747379
655	0.54062689
656	0.54051164
657	0.5404124818
658	0.5402965239
659	0.5401497476
660	0.5400399729
661	0.5399418125
662	0.5398968468
663	0.5397985721
664	0.5396757743
665	0.5395250021
666	0.5393798729
667	0.5392809578
668	0.539159044
669	0.5390623056
670	0.5389181495
671	0.5388711645
672	0.5387275058
673	0.53863854
674	0.5385478304
675	0.5384269002
676	0.538284227
677	0.5381639255
678	0.5380889068
679	0.5380378653
680	0.5378960393
681	0.5378444987
682	0.5377406791
683	0.5375938898
684	0.537447496
685	0.5373653724
686	0.5372880159
687	0.5371478355
688	0.5370749518
689	0.5369802112
690	0.5368351974
691	0.5367349936
692	0.5366396255
693	0.5365007612
694	0.5364011412
695	0.5362994646
696	0.5362086128
697	0.5361448133
698	0.5360277459
699	0.5359642352
700	0.5358631927
701	0.5357204532
702	0.5356245284
703	0.5355083768
704	0.5354140538
705	0.5352983071
706	0.535216724
707	0.535075208
708	0.5349843807
709	0.5348906894
710	0.5347498957
711	0.5347055294
712	0.534631704
713	0.534596498
714	0.5345162939
715	0.5343762521
716	0.5342909707
717	0.5341769101
718	0.5340792119
719	0.5339944755
720	0.5338808782
721	0.5337917114
722	0.5337094007
723	0.5336420746
724	0.5335814653
725	0.533484697
726	0.5334224812
727	0.5333369427
728	0.5332542141
729	0.5331924042
730	0.5331200736
731	0.5330078393
732	0.5329198562
733	0.5328363387
734	0.5327759309
735	0.5326838318
736	0.5325522546
737	0.5324489922
738	0.5323586747
739	0.5322475523
740	0.5321366902
741	0.5320341149
742	0.5319489659
743	0.5318758292
744	0.5317747729
745	0.5316830981
746	0.5316224323
747	0.5315265808
748	0.5314167664
749	0.5313587984
750	0.5312652577
751	0.5311870662
752	0.5310584354
753	0.5309805625
754	0.5308471871
755	0.5307608264
756	0.5306331171
757	0.5305477475
758	0.5304690091
759	0.5303768907
760	0.5302447929
761	0.5301515352
762	0.5300641941
763	0.5299379207
764	0.5298119996
765	0.5297048567
766	0.5296063942
767	0.5295218131
768	0.5293914886
769	0.5292667066
770	0.5292213757
771	0.5291150924
772	0.5290247944
773	0.5289410591
774	0.528835263
775	0.5287454085
776	0.5286571858
777	0.5285337957
778	0.5284249735
779	0.5283495193
780	0.528283708
781	0.528160923
782	0.5280331152
783	0.5279444105
784	0.5278497663
785	0.5277881859
786	0.527699864
787	0.5275782171
788	0.5274515348
789	0.5273680732
790	0.5272635651
791	0.5271426526
792	0.5270392516
793	0.526949938
794	0.526869409
795	0.5268016318
796	0.5267555765
797	0.5266772861
798	0.526557503
799	0.5265054374
800	0.5264288077
801	0.5263708999
802	0.526289601
803	0.526237157
804	0.5261183678
805	0.5260830166
806	0.5259646232
807	0.5258817919
808	0.5258313002
809	0.5257582747
810	0.5256349604
811	0.5255587402
812	0.525466836
813	0.5253858624
814	0.5253064525
815	0.525235233
816	0.5251662226
817	0.5250883867
818	0.5249717424
819	0.5249261441
820	0.5248363282
821	0.524762013
822	0.5246846652
823	0.5246068792
824	0.5245517377
825	0.5245017005
826	0.5244191898
827	0.5243676639
828	0.5242677694
829	0.5241703312
830	0.5240968789
831	0.5239767022
832	0.5238774414
833	0.5238434703
834	0.5237729787
835	0.5236534539
836	0.5235342947
837	0.5234406091
838	0.5233632419
839	0.5232446087
840	0.5231263381
841	0.5230282186
842	0.5229103844
843	0.5228350649
844	0.5227755166
845	0.5227025147
846	0.5225904481
847	0.5224932036
848	0.5224059372
849	0.5222894101
850	0.5222075796
851	0.5221330728
852	0.5220627007
853	0.5219519132
854	0.52187931
855	0.5217689441
856	0.5216930041
857	0.5216236834
858	0.52150875
859	0.5214350306
860	0.521339465
861	0.5212670215
862	0.5211905068
863	0.5211297969
864	0.5210600654
865	0.5209842409
866	0.5209042571
867	0.5208287554
868	0.5207202119
869	0.5206068516
870	0.520561315
871	0.5204548196
872	0.5203469138
873	0.5202393077
874	0.5201508917
875	0.520082393
876	0.519970046
877	0.5199112946
878	0.5198500417
879	0.5198178142
880	0.5197467827
881	0.5196635478
882	0.5195806135
883	0.5195108311
884	0.5194552828
885	0.5193619831
886	0.5192508468
887	0.5191729668
888	0.5191361161
889	0.5190689387
890	0.5190045576
891	0.5189330495
892	0.5188768694
893	0.5188067059
894	0.5187554371
895	0.5186702816
896	0.5186273102
897	0.5185455336
898	0.5184688818
899	0.5183643067
900	0.5182959869
901	0.5182258286
902	0.5181340124
903	0.5180711553
904	0.5179621607
905	0.5178393298
906	0.5177847714
907	0.5177307053
908	0.517622164
909	0.5175139131
910	0.5174475698
911	0.5173397549
912	0.5172723619
913	0.5172028372
914	0.5171474823
915	0.5170956146
916	0.5170253233
917	0.516912799
918	0.5168705544
919	0.5168021112
920	0.516733043
921	0.5166597899
922	0.5165582194
923	0.5164569305
924	0.5164152908
925	0.5163641249
926	0.5162582165
927	0.5162167768
928	0.5161645606
929	0.5160947196
930	0.5160202052
931	0.5159776855
932	0.5158775782
933	0.5158109289
934	0.5157223637
935	0.5156227853
936	0.5155397179
937	0.5154799649
938	0.5153981558
939	0.5152990795
940	0.515234583
941	0.5151854935
942	0.5150816695
943	0.5150157441
944	0.5149346624
945	0.5148745019
946	0.5147763579
947	0.5147370449
948	0.5146704814
949	0.5146141821
950	0.5145269681
951	0.5144913113
952	0.5144298958
953	0.5143727262
954	0.5143069628
955	0.5142365565
956	0.5141394935
957	0.514042699
958	0.5139461722
959	0.5138499122
960	0.513792097
961	0.513730388
962	0.5136712028
963	0.5136162282
964	0.5135206092
965	0.5134811556
966	0.5133858801
967	0.5133160122
968	0.5132453063
969	0.5131784437
970	0.5130837957
971	0.5130229184
972	0.5129532701
973	0.5128871759
974	0.5128310462
975	0.5127313968
976	0.5126319761
977	0.512511167
978	0.512445934
979	0.5123612189
980	0.5122678187
981	0.5121978359
982	0.51210478
983	0.5120431006
984	0.5119694575
985	0.5118712206
986	0.5118201042
987	0.5117594547
988	0.5116841481
989	0.5116216469
990	0.511559504
991	0.5115219544
992	0.5114244957
993	0.51139554
994	0.511326548
995	0.5112590463
996	0.5111886942
997	0.5111104469
998	0.511063398
999	0.510994865
1000	0.510903794
1001	0.5108569144
1002	0.5107936488
1003	0.5107292381
1004	0.5106624452
1005	0.5105798011
1006	0.5105332288
1007	0.5104889105
1008	0.5104209552
1009	0.5103252713
1010	0.5102825741
1011	0.5101926446
1012	0.5100782047
1013	0.5100385811
1014	0.5099695763
1015	0.509897954
1016	0.5098736889
1017	0.5098106514
1018	0.5097289261
1019	0.5096690745
1020	0.5095798801
1021	0.5094854172
1022	0.5094254078
1023	0.5093701834
1024	0.5092891909
1025	0.5091878122
1026	0.5091451021
1027	0.5090784048
1028	0.5089846151
1029	0.5089259504
1030	0.5088250072
1031	0.5087681722
1032	0.5086878281
1033	0.5086311887
1034	0.5085824758
1035	0.5085383233
1036	0.5084766235
1037	0.5084236137
1038	0.5083701372
1039	0.5083401178
1040	0.5082789271
1041	0.5082545928
1042	0.5082168142
1043	0.5081599913
1044	0.508072802
1045	0.5080165592
1046	0.5079601625
1047	0.5078939108
1048	0.5078331437
1049	0.5077590626
1050	0.5076995556
1051	0.5076241692
1052	0.5075620406
1053	0.5075182381
1054	0.5074579259
1055	0.5073991983
1056	0.5073489596
1057	0.5073192583
1058	0.5072602109
1059	0.5072143552
1060	0.5071679772
1061	0.5071068985
1062	0.5070158487
1063	0.506951147
1064	0.5068926238
1065	0.5068327
1066	0.5067420976
1067	0.5066835091
1068	0.5065879743
1069	0.5065521067
1070	0.5064739466
1071	0.5064448213
1072	0.5064091025
1073	0.5063517924
1074	0.5062739772
1075	0.5062410482
1076	0.5061861695
1077	0.5061443604
1078	0.5061115834
1079	0.5060510626
1080	0.5059668527
1081	0.5058828747
1082	0.5057937343
1083	0.5057555766
1084	0.5056785496
1085	0.5056392193
1086	0.5055837387
1087	0.5055425633
1088	0.5054961503
1089	0.5054376373
1090	0.5053901841
1091	0.5053017483
1092	0.5052188207
1093	0.505142479
1094	0.5050663156
1095	0.505002403
1096	0.5049585133
1097	0.5048708335
1098	0.5047950468
1099	0.5047129739
1100	0.5046557435
1101	0.5046263459
1102	0.5045751244
1103	0.5045124057
1104	0.5044592259
1105	0.5043874641
1106	0.5043121855
1107	0.5042772925
1108	0.5042229122
1109	0.5041751749
1110	0.5041028355
1111	0.5040771132
1112	0.5040439836
1113	0.5039576092
1114	0.5038827229
1115	0.5038080115
1116	0.5037500529
1117	0.5036928804
1118	0.5036222183
1119	0.503576615
1120	0.503466397
1121	0.5033862543
1122	0.5033121151
1123	0.5032580335
1124	0.5032187865
1125	0.5031700841
1126	0.5030989229
1127	0.5030139416
1128	0.5029929675
1129	0.5029341062
1130	0.5028805621
1131	0.502853353
1132	0.5028046472
1133	0.5027599638
1134	0.5026984765
1135	0.5026766728
1136	0.5026050338
1137	0.5025261058
1138	0.5024657559
1139	0.5024123644
1140	0.5023561919
1141	0.5022776503
1142	0.5021993239
1143	0.5021157045
1144	0.5020112904
1145	0.501961591
1146	0.5018936502
1147	0.5018182676
1148	0.5017457011
1149	0.5017015874
1150	0.5016184284
1151	0.5015408863
1152	0.501458115
1153	0.5014057184
1154	0.5013564288
1155	0.5013019785
1156	0.5012428618
1157	0.5011891942
1158	0.5011343331
1159	0.5011077656
1160	0.5010475182
1161	0.5009814945
1162	0.5009297715
1163	0.500858178
1164	0.5007911373
1165	0.5007257141
1166	0.5006439459
1167	0.50058933
1168	0.5005131963
1169	0.5004550808
1170	0.5004166287
1171	0.5003354778
1172	0.5002841935
1173	0.5002086656
1174	0.5001405199
1175	0.5000986059
1176	0.5000470425
1177	0.4999957995
1178	0.4999435011
1179	0.4998858821
1180	0.4998153266
1181	0.4997593776
1182	0.499705196
1183	0.4996612373
1184	0.499586622
1185	0.4995328989
1186	0.4994838922
1187	0.4994095739
1188	0.4993711801
1189	0.4992970801
1190	0.4992272
1191	0.4991905034
1192	0.4991506049
1193	0.4991244845
1194	0.4990507913
1195	0.4990220133
1196	0.4989429838
1197	0.4988852487
1198	0.4987945325
1199	0.4987496631
1200	0.4986994757
1201	0.4985975368
1202	0.498543633
1203	0.4985060899
1204	0.4984808611
1205	0.4984344495
1206	0.4983615587
1207	0.4983112287
1208	0.4982330988
1209	0.4981228072
1210	0.4980676783
1211	0.4980094273
1212	0.4979537474
1213	0.4979009568
1214	0.4978533264
1215	0.497821828
1216	0.497805577
1217	0.49774864
1218	0.4977057879
1219	0.4976373258
1220	0.4975883205
1221	0.4975110924
1222	0.4974791224
1223	0.4974397674
1224	0.4973972661
1225	0.4973291595
1226	0.4972673731
1227	0.4972324632
1228	0.4971865135
1229	0.4971506971
1230	0.4971057646
1231	0.4970586249
1232	0.4970037739
1233	0.4969273604
1234	0.4968778211
1235	0.4968071098
1236	0.4967555367
1237	0.496667437
1238	0.4966293625
1239	0.4965589072
1240	0.4965132631
1241	0.4964687934
1242	0.4964264342
1243	0.4963687591
1244	0.4963324185
1245	0.4962843679
1246	0.4962173961
1247	0.4961728388
1248	0.4961314102
1249	0.4960888856
1250	0.496013881
1251	0.4959725381
1252	0.4958977374
1253	0.4958645091
1254	0.4957916627
1255	0.4956871998
1256	0.4956503321
1257	0.4955710603
1258	0.4954965706
1259	0.4954400528
1260	0.4953361582
1261	0.4953014627
1262	0.4952325864
1263	0.4951603393
1264	0.4951105911
1265	0.4950488517
1266	0.4950081778
1267	0.4949425508
1268	0.4948550542
1269	0.4948105319
1270	0.4947577485
1271	0.4946924549
1272	0.4946265169
1273	0.4946057328
1274	0.4945590025
1275	0.4944938933
1276	0.494444219
1277	0.4943493956
1278	0.4943026439
1279	0.4942347468
1280	0.4941699905
1281	0.4941236072
1282	0.4940501891
1283	0.4939950424
1284	0.4939286783
1285	0.4938549081
1286	0.493790465
1287	0.4937503617
1288	0.4936861129
1289	0.4936188355
1290	0.4935717709
1291	0.4935219416
1292	0.4934973993
1293	0.4934440124
1294	0.4933771356
1295	0.4933368103
1296	0.4932825077
1297	0.4932188207
1298	0.4931522616
1299	0.4931332426
1300	0.4930614013
1301	0.4930173267
1302	0.492964305
1303	0.4929144547
1304	0.4928511779
1305	0.4927983355
1306	0.492751353
1307	0.4927061301
1308	0.4926432016
1309	0.4925959207
1310	0.4924909856
1311	0.4924199065
1312	0.4923870905
1313	0.4923281111
1314	0.4922735508
1315	0.4922111436
1316	0.492145826
1317	0.4920830332
1318	0.4920308075
1319	0.4919879631
1320	0.491945465
1321	0.4919085355
1322	0.4918831769
1323	0.4918388252
1324	0.491777124
1325	0.4917351081
1326	0.4916957447
1327	0.4916675251
1328	0.4916238868
1329	0.4915594253
1330	0.4915061747
1331	0.491455705
1332	0.4913860921
1333	0.4913247283
1334	0.491284187
1335	0.4912202438
1336	0.4911800271
1337	0.4911325648
1338	0.4911130197
1339	0.4910677709
1340	0.4910236105
1341	0.4909818534
1342	0.4909183716
1343	0.4908749338
1344	0.4908322017
1345	0.4907867079
1346	0.490733502
1347	0.4906717983
1348	0.4906431382
1349	0.4905972205
1350	0.4905564756
1351	0.4905059845
1352	0.4904833644
1353	0.4904375524
1354	0.490374819
1355	0.4903144624
1356	0.4902680243
1357	0.4902000853
1358	0.4901688318
1359	0.4901244136
1360	0.4900812331
1361	0.4900483584
1362	0.4900313812
1363	0.4900011426
1364	0.4899411773
1365	0.4898379341
1366	0.4897695271
1367	0.4897305914
1368	0.4896687038
1369	0.4896303267
1370	0.4895994658
1371	0.4895494059
1372	0.4895169363
1373	0.489449877
1374	0.4893892858
1375	0.4893396538
1376	0.4893083433
1377	0.4892644614
1378	0.4892160077
1379	0.4891548198
1380	0.489105226
1381	0.4890714002
1382	0.4890269896
1383	0.4889678593
1384	0.4889307667
1385	0.4888699952
1386	0.4887876132
1387	0.48873591
1388	0.4887183918
1389	0.4886460512
1390	0.4885796351
1391	0.4885317386
1392	0.4884712623
1393	0.4884280235
1394	0.4883838709
1395	0.4883339769
1396	0.4883064086
1397	0.4882866063
1398	0.4882281726
1399	0.4881872733
1400	0.4881477629
1401	0.4880991648
1402	0.4880777388
1403	0.4880403494
1404	0.4879820514
1405	0.4879636032
1406	0.4878737206
1407	0.487835553
1408	0.4878054513
1409	0.4877456928
1410	0.4877062836
1411	0.4876772055
1412	0.4876400719
1413	0.4876138944
1414	0.4875722244
1415	0.4875129644
1416	0.4874809695
1417	0.4874161717
1418	0.4873760004
1419	0.4873223581
1420	0.4872876844
1421	0.4872476773
1422	0.4871763419
1423	0.4871350707
1424	0.4870931072
1425	0.4870344798
1426	0.4869943525
1427	0.4869676647
1428	0.4868823803
1429	0.4868392565
1430	0.4867848276
1431	0.4867397529
1432	0.4866437637
1433	0.4866007863
1434	0.486540879
1435	0.4864929424
1436	0.4864518672
1437	0.4863951968
1438	0.4863069417
1439	0.486281129
1440	0.48618973
1441	0.4861599008
1442	0.4861334484
1443	0.4861127635
1444	0.4860588054
1445	0.4859950054
1446	0.4859594259
1447	0.4859194132
1448	0.4858356415
1449	0.4857932105
1450	0.4857538383
1451	0.4856978495
1452	0.485653534
1453	0.4856143606
1454	0.485584494
1455	0.4855456304
1456	0.4854881685
1457	0.4854560217
1458	0.4854039833
1459	0.485369805
1460	0.4853204935
1461	0.4852745757
1462	0.485240432
1463	0.4851884306
1464	0.4851532542
1465	0.4851112404
1466	0.4850624948
1467	0.4850266438
1468	0.4849968929
1469	0.4849518832
1470	0.4849315587
1471	0.484904696
1472	0.4848557695
1473	0.4848203357
1474	0.484796004
1475	0.4847677174
1476	0.4847259501
1477	0.4846958538
1478	0.4846132239
1479	0.4845667567
1480	0.4845200815
1481	0.4844650894
1482	0.4844187694
1483	0.4843996701
1484	0.4843619695
1485	0.484279849
1486	0.4842385341
1487	0.4841992651
1488	0.4841641076
1489	0.4840959471
1490	0.484043032
1491	0.4839614685
1492	0.4838995897
1493	0.483810872
1494	0.4837548493
1495	0.4837005362
1496	0.4836447284
1497	0.4836289178
1498	0.4835716204
1499	0.4835100931
1500	0.4834749711
1501	0.4834396509
1502	0.4833784126
1503	0.4833404995
1504	0.483248705
1505	0.4832341566
1506	0.4831972925
1507	0.4831506726
1508	0.4831310892
1509	0.4830857595
1510	0.4830379035
1511	0.4830009464
1512	0.4829633252
